,num,lyrics,mood
1554,1563,full moon turn white thats ill come home going see sow dont know ill go dont know ill see ill try bring back home like morning sun eye follow watch wander curse power cause want already gone intention always last bit long far far away voice sounding one around youre still far far away choice passing time confounds youre still full moon light listen stream silence hear calling dont know dont trust ive come home ever leave,relaxed
1555,1564,hear radio permeate screen unkind met scissor fight id cut wing principle alone principle alone hey megalomaniac youre jesus yeah youre fucking elvis wash hand clean baby step step step appendage id hold open eye would see u heaven sent never meant one one hey megalomaniac youre jesus yeah youre fucking elvis wash hand clean baby step step step step step oh step youre youre youre youre jesus youre elvis youre jesus youre jesus youre elvis youre answer step step step step hey hey hey megalomaniac youre jesus yeah youre fucking elvis wash hand clean baby step step step step oh step oh step step,angry
1556,1565,juda juda dont want cant look eye tried get side tried survive god coming,sad
1557,1566,call friend share wine share laugh last goodbye photograph year make laugh tear odds odds end dont meet odds odds miss smile take take take care fly away see world take take take time need rest ill keep nest changeless let fondness souvenir keep warm well keep near otherwise heart recall memory memory leave pulse alone thought may take long way home wait til end applause friend odds odds end dont meet odds odds miss smile take take take care fly away see world take take take time need rest ill keep nest changeless,relaxed
1558,1567,acima da nuvens tempo sempre bom sol brilha tanto que pode te cegar eu quero estar bem longe cho pra ver voc chorar ma ar puro que foge de mim pode acreditar eu agora sei voar num pdevento voc vai ver passar pode acreditar tanto oxignio que chego esquecer de todo esse tempo que estou sem respirar turbulncia vai passar terra treme ao nvel mar mesmo aqui p pode acreditar eu agora sei voar num pdevento voc vai ver passar pode acreditar,relaxed
1559,1568,fall love tired shaken could hangin arounds enough one foolin told sense sensibility movin see livin life fail found paid price hope wasnt lost honest truth past doesnt break weve every little thing right know day cried endlessly oh cried endlessly take message love could say makin wave left unconscious didnt mean tell oh harboured defense youre makin hard bring hope back see livin life fail found paid price hope wasnt lost honest truth past doesnt break weve every little thing right know day cried endlessly oh cried endlessly take message love see livin life fall found paid price hope wasnt lost honest truth past doesnt break weve every little thing right know day cried endlessly oh cried endlessly take message love,relaxed
1560,1569,walked line leave behind ive waiting forever let go back time could read mind long ive waiting took season going know fault tried perfect tried honest tried everything ever wanted tried stronger tried smarter tried everything long since youve home used wait forever used say prayer wishing im still waiting told youd show fell fell piece woke one picture jesus house left piece took season going know fault tried perfect tried honest tried everything ever wanted tried stronger tried smarter tried everything wanted need want believe tried perfect tried honest tried everything tried perfect tried honest tried everything ever wanted tried stronger tried smarter tried everything,sad
1561,1570,stop na na na youd better save stop stop stop youd better save played tag grade school wanted chasing boy fad crossed heart youd quit grew traded promise ring like back grade school youre old thing stop love save may darling take slow day youll alone youd better stop love save may darling look way cross youre headed danger zone im one love im one need guy put soon succeed theyll ruin reputation theyll label flirt way talk theyll turn name dirt oh isaac said kissed beneath apple tree benjie held hand felt electricity alexander called said rang chime christopher discovered youre way ahead time stop love save may darling take slow day youll alone youd better stop love save may darling look way cross youre headed danger zone slow slow slow slow save take slow oh please please dont go love save may day may alone stop save girl baby ooooh youd better stop love save may please please day day baby youll alone im one love im one need guy put soon succeed ahh stop love save may baby youd better stop stop stop girl someday youll alone way talk theyll turn name turn name dirt stop love save may dont cha know dont cha know day baby youll alone wait guy put soon succeed,happy
1562,1571,enter ghost lake water whisper something brooding way slow smouldering slow rain heat lapping skin pulling wish could fan back life dying ember long lost passion descending deeper black light twist turn men tried life look light call call save u lest fall knee death kiss foot oh sacred mother come fate done blindness run always backwards care many lost hand sickness came flood torment woe withered body aching bone tired christ art lord hold knee bent head held low eye closed foe prayer sing low answer last call oh sacred father come who done blindness run sure fall oh christ done ill fortune come fire raining sun virtue swept away flood blackest death ghost take breath sin forget nothing exit ghost lake water silent risen man stand alone world changing ti misery lead way holding man,sad
1563,1572,yo need ice cream need nighttime uh sun go still shine vine still shine vine nighttime come thats shit thats thats shit aiyo new flavor next step phonte best kept secret since aid cure stay raw whether bootleg pay old school like prince dejour hostin rap city fingerwaves put name map dismantling embarrassing arrogant cat battle em rap aint astonishing got nigga club spitting heinekens like goddammit nigga tay gon rhyme he nice homonym ill flow guess got mom real doe finer one mc carolina three morning insomnia rhymer say yo let put drama behind u let beat rock started cypher wack nigga eavesdrop th mouse clicked bbox th always hit sweet spot go crib drink peach schnapps doze pete rock sun go still shine vine still shine vine nighttime come thats shit thats thats shit aiyo sun go still shine vine still shine vine nighttime come thats shit thats thats shit nighttime cover city mo def yeah ehyeaaah ehyaaaay uhhuh ooooooooh nighttime nighttime nighttime,relaxed
1564,1574,ich zeige dir e heit allein zu sein ich trinke trnenschwarzen wein ich folge dir tief tief die nacht bi den abgrund deiner seele steige ich hinab ich suche nach der die mich zum weinen bringt liebe macht schtig betrunken und blind ich suche nach dem weg au der leere die mein leben bestimmt ich lass e trnen regnen bin ich nur glcklich wenn e schmerzt bin ich nur glcklich wenn e schmerzt ich schenk dir mein gefrornes herz ich das du e fr mich wrmst ich verirre mich nichts ist mehr klar ich bin da wo vor mir keiner war nicht fhig zu lieben oder liebe ich die qual liebe ich den schmerz bin ich nicht normal ich suche nach der die meinen geist nach hause bringt ich suche nach der fr die ich diese lied sing nur eine nacht meinem zimmer wir wachen auf und leben fr immer ich lass e trnen regnen bin ich nur glcklich wenn e schmerzt bin ich nur glcklich wenn e schmerzt ich schenk dir mein gefrornes herz ich das du e fr mich wrmst bin ich nur glcklich wenn e schmerzt bin ich nur glcklich wenn e schmerzt ich schenk dir mein gefrornes herz ich das du e fr mich wrmst bin ich nur glcklich wenn e schmerzt bin ich nur glcklich wenn e schmerzt ich schenk dir mein gefrornes herz ich das du e fr mich wrmst,sad
1565,1575,love love devotion devotion feeling feeling emotion emotion dont afraid weak dont proud strong look heart friend return return innocence return innocence want start laugh must start cry dont hide believe destiny dont care people say follow way dont give use chance return innocence thats beginning end thats return return innocence thats return innocence,relaxed
1566,1576,sylvias mother say sylvias busy busy come phone sylvias mother say sylvias trying start new life sylvias mother say sylvias happy dont leave alone operator say forty cent next three minute please mr avery gotta talk ill keep please mr avery want tell goodbye sylvias mother say sylvias packing shes gonna leaving today sylvias mother say sylvias marrying fella galveston way sylvias mother say please dont say nothing make start cry stay operator say forty cent next three minute please mr avery gotta talk ill keep please mr avery want tell goodbye sylvias mother say sylvias hurrying shes catching nine oclock train sylvias mother say take umbrella cause sylvie starting rain sylvias mother say thank calling sir wont call back operator say forty cent next three minute please mr avery gotta talk ill keep please mr avery want tell goodbye tell goodbye please tell goodbye,sad
1567,1577,im soldier im soldier im soldier im soldier yo never thug infatuated gun never gangsta til graduated one got rep villain weapon concealin took image thug kept shit appealin willin stick neck respect meant life death never live regret said youre people wanna see true youwhat say rap feel part obligation fulfill see street face face real confrontation aint conversation feel youre violation hesitationll get killed feel kill conceal reveal reasonablell leave full bullet pull squeeze til empty tempt push pussy need good reason give trigger good squeeze shoulder hold much wont budge ill never fall fold even collarbone crush crumble never slip stumble shoulder hold much wont budge ill never fall fold even collarbone crush crumble never stumble love pissin get like lawyer fuckin judge let motherfucker gotta set ill violate motherfuckin bet im lit fuse anything bitch news pistolwhippin motherfucking bouncer need bullet soon pull sweat bullet excellent method get rid next bully actually better cause instead murderin hurt em come back kick dirt em like pourin salt wound assault get sued smell lawsuit soon waltz room everybody halt stop call cop see bitch comin halter top runnin duckin hot rock parking lot youll get shot whether fault cause im shoulder hold much wont budge ill never fall fold even collarbone crush crumble never slip stumble shoulder hold much wont budge ill never fall fold even collarbone crush crumble never stumble spit slow kid know im talkin em give back damn critic sock em im like thug little bit pac influence spew look got bitch rockin motherfucker could never like could dont even try youll look stupid pursue dont ever life try knock truest spit illest shit ever dropped twoinch tickytock listen sound tick clock listen sound kim lick cock listen sound spillin heart pen motherfucker know ill never marshall full controversy retire jersey til fire inside dy expires thirty lord mercy rapper verse put curse authority face adversity im shoulder hold much wont budge ill never fall fold even collarbone crush crumble never slip stumble shoulder hold much wont budge ill never fall fold even collarbone crush crumble never stumble yo left yo left yo left right left yo left yo left yo left right left yo left yo left yo left right left yo left yo left yo left right left,angry
1568,1578,wake cold sweat one care life life killing slowly dying cant want dead,sad
1569,1579,one way another im going find ya im gonna get ya get ya get ya get ya one way another im going win ya im gonna get ya get ya get ya get ya one way another im gonna see ya im gonna meet ya meet ya meet ya meet ya one day maybe next week im gonna meet im gonna meet ya ill meet ya drive past house light ill see who around one way another im gonna find ya im gonna get ya get ya get ya get ya one way another im gonna win ya ill get ya ill get ya one way another im gonna see ya im gonna meet ya meet ya meet ya meet ya one day maybe next week im gonna meet ya ill meet ya light ill follow bus downtown see who hanging one way another im gonna lose ya im gonna give slip slip lip another im gonna lose im gonna trick ya ill trick ya one way another im gonna lose ya im gonna trick ya trick ya trick ya trick ya one way another im gonna lose ya im gonna give slip ill walk mall stand wall see find call lead supermarket checkout special rat food get lost crowd one way another im gonna get ya ill get ya ill get ya get ya get ya get ya one way another im gonna get ya ill get ya ill get ya get ya get ya get ya one way another im gonna get ya ill get ya ill get ya get ya get ya get ya,happy
1570,1580,feel uptight walk city feel cold im home feel like everythings starting hit lost bearing ten minute ago modern guilt im stranded nothing modern guilt im lock key misapprehension turning convention dont know ive done feel ashamed standing outside glass sidewalk people talk impossible thing im falling conversation im pawn piece human shield modern guilt hand modern guilt wont get bed say smoke last cigarette dont know ive done feel afraid,relaxed
1571,1581,cant stand loss he always cross name ross love bos love bos isnt full fluff gloss give work many chore model like ben cartwright ho though pay minimum wage deserve stage union hack said ask answered suitable rage love bos love bos love bos love bos one day came work late id frvous luncheon date bos summoned speak sweated awaiting fate said youre done chased two block gun dear bos let apologize hindsite wasnt gun he going sister go real heavy sauce id like tell watch mister he bos friend say clinging ask im carrying cross know clubmed bringing dear old bos example boss age prove theyre one make move bewitched would empty plate werent larry tate clark kent reached highest height help perry white may retrograde speak name reuben kincaid worker say wow roll shake paw bos brotherinlaw love bos love bos love bos love bos liner whistle work,happy
1572,1582,never try talk got sound good inside think im undemanding cause say love blind ive lived life pretending bear hurt deep inside truth im longing love thats divine ive searched whole world wishing shell time time someone put hand im begging love hand heart need love ive lived life lonely soul cry shame handicapped emotion save still remains ill story hero ill serenade rhyme im needing someone save path im someone put hand im begging love cause hand heart need love someone put hand im begging love hand heart need love say dance til light day like child running joy pray promise youll always stay im needing someone someone put hand im begging love cause hand heart need love someone put hand im begging love hand someone put hand im begging love hand love,relaxed
1573,1583,could im alive picking penny floor cold cold hand look hand aint cool yeah look falling taxi cab really want understanding learn quite frustrating really want understand learn quite demanding trying hard remember ever started sight high looking seeing yellow finger dont understand least thats really want understanding learn quite frustrating really want understand learn quite demanding could im alive picking penny floor cold hand look hand aint cool yeah look falling taxi cab really want understanding learn quite frustrating really want understand talk mr understanding,happy
1574,1584,take deep breath cause start pull fuckin pin shrapnel burn tear skin ever wonder take questioning faith like happens every goddamn day violence way life shard life like confetti air flesh storm grows breed despair hear scream distance fighting resistance cry war sound pain psychotic devotion manipulated discretion killing style main event camera whore daily bloodshed like junkie hungry fix anything medium devours feast upon inhumane violence way life fuckin clear never coincide let drink genocide venomous sight border arcane time war everything bound pain psychotic devotion manipulated discretion warfare know compassion thrives evolution unstable mind exacerbate unrest there future world dead save last bullet head fallen fallen cant run vision obscure war cure hear law men killing men someone el cause psychotic devotion manipulated discretion,angry
1575,1585,check one one two came world reject look eye youll see size flame dwellin past burnin brain everyone burn learn pain hey think day girlie ran away pay fella came play shes stuck homies fucked im sucker lump throat hey like chump im like chump like chump like chump im like chump like chump like chump feelin bad feelin good kinda sad im laughin stock neighborhood would think id movin im sucker like said fucked head maybe made mistake give break heartll ache either way hey hell want say wont lie cant deny nookie nookie take cookie stick stick stick stick nookie nookie take cookie stick stick stick stick take long wait long huh figure im one underneath sun didnt get cant believe could deceived socalled girl reality hidden agenda put tender heart blender still surrendered hey like chump im like chump like chump like chump im like chump like chump like chump nookie nookie take cookie stick stick stick stick nookie nookie take cookie stick stick stick stick im human easy friend give advice theyll tell let go easier said done appreciate leave alone leave alone leave alone nothing gonna change go away im gonna stay always nothing gonna change cause go away im gonna stay always nothing gonna change cause go away im gonna stay always nookie nookie take cookie stick stick stick stick nookie nookie take cookie stick stick stick stick,angry
1576,1586,dont worry erased burned grey white fireproof heart never wasted steady whileso say dont worry come back colorless night youll youll see face hear time find way youre gonna run right back start dont think youre lost youre gonna run right back start finally think gone youre gonna run right back arm dont worry erased burned grey white tell dont still taste hear night run run fast enough lose leg straight move circle time find way youre gonna run right back start dont think youre lost youre gonna run right back start finally think gone youre gonna run right back start youre gonna run right back arm,relaxed
1577,1587,came radar back turned around fleet lincoln town car rolled town confounded six sens like opiate brain mary shut garden door look lot like rain mary shut garden door mary shut garden door pounded rachel radio report bridge nothing static nothing fridge lay listening wind whistling pine heard engine idling saw headlight blind mary shut garden door mary shut garden door rough dream voice kitchen woke sensed new condition storm raged thing changed forever ever see automaton midprice luxury car better roll sidewalk switch lucky star cause zombie impression really amuse ballad lover something left lose mary shut garden door mary shut garden door,relaxed
1578,1588,sit fire away know tricky youre feeling low feel like flavour gone way preshelled pistachio know youre weighed fed heavy boot laced melancholy notion like sugar tend toward brittle sticky spun know demeanour go way photo left sun try keep lily flax seed oh folly fooling sit smoke away wouldnt knock till youre shoe watch subtlety blow away blush give way bruise seemly wed freely make trade dry rot take weight swap boot red shoe,relaxed
1579,1589,ive begun question way count love weve holding hand quite long enough happens way heart mine might seem bit unusual ill lay line sodomize get behind ride stuff cock inside proceed fuck blindly might think im dirty let way thats way boy girl raised play cant control saying something think thing mouth eat dirty mouth throw couch get dont anything dont want look eachothers eye masturbate two three four promise take without giving back love love love love isnt take shower done wont wash away keep satisfied might let stay suck choke cock blow face load want taste,happy
1580,1590,bathed water ran every morning smacked bed turned every night im strong food prepared im grown heating hand cold day drenched rain almost every school game middle scare shes wake im strong enough im tough enough im full enough im cry mother tear im warm enough ive played enough loved enough im cry mother tear treating cut remedy combing hair covered knee sent book forbidden read educating side grandmother died weakness strength shes unable cry lover tear fell father eye cried im strong enough im tough enough slept enough im cry mother tear im well enough ive read enough ive loved enough im cry mother tear cause im best keep living rest im trying stay awake im falling im public display crashing thunder scattering floor little memory past remind used make mad im cry im cry im strong enough im tough enough full enough im cry mother tear shed enough shes pled enough well enough im cry mother tear im strong enough im tough enough im brave enough face mother fear,sad
1581,1591,let forget let forget happened past right wrong yeah everything fast build ship remember make last increase time take paint build mast let save game never oh know could chess forever ill take piece youll take mine stalemate wasting time yeah past route growing happens let remember turn straight row see haze misty glaze let travel positively forward maze let save game never oh know could chess forever ill take piece youll take mine stalemate wasting time wasting time wasting time need catalyst need catalyst well swim field hay well swim field hay well swim field hay well swim field hay youre catalyst make thing faster amylase dry plaster youre catalyst make thing faster amylase dry plaster youre catalyst make thing faster amylase dry plaster youre catalyst make thing faster amylase dry plaster youre catalyst make thing faster amylase dry plaster youre catalyst make thing faster amylase dry plaster youre catalyst make thing faster amylase dry plaster youre catalyst make thing faster amylase dry plaster youre catalyst make thing faster amylase dry plaster,happy
1582,1592,drum keep pounding rhythm brain ladeedadeedee ladeedadeeda wait til reached age blah blah history turned page blah blah still wanna hear brand new thing uh huh still need song sing uh huh beat go beat go beat go beat go beat go beat go drum keep pounding rhythm brain ladeedadeedee ladeedadeeda love first last thing mind tomorrow til end time beat go beat go beat go beat go beat go beat go beat go drum keep pounding rhythm brain ladeedadeedee ladeedadeeda still move rhythm like still dream sharing first kiss beat go beat go beat go beat go drum keep pounding rhythm brain ladeedadeedee ladeedadeeda world keep turning faster everyday still wanna dance night away beat go beat go beat go beat go beat go beat go beat go beat go,happy
1583,1593,write dream powderhill foggy windowpane snow shake light wistful wan left hearth put head glass would question would moved whispered brilliance word exudes,relaxed
1584,1594,go ahead wager never listen another song mine cant say blame either cause made record aint gonna catch listening shit want know didnt make hurt god know done hurt enough dont know try make real shit know bye aint never gonna see help little fellow take easy fresh forced tear kiss hug lose company misery love aint never nothing try kill disease least help symptom instead infected im kind man draw line sand gotta draw time scram p keep shit hang around broke friend call rich struggling nothin never enough heart set suffering admit weak beginnin wanted someone need instead friendship didnt think deserved true partner transferred arrangement mama since never listen word ever said maybe seeing door slam get head dont love dont think ever hadnt tried kill id stayed kid there nothinmore u say got mind made im walking away sometimes outgrow role play hope find happy ending story someday round round round used go never fucked right made enough bread know im bastard mistreated youre losing mind see go truth told held together year cheated never defended honor took mama tried rehab back drama got sick stone rib heart suppose live sick twisted vindictive window dim baby youre wicked hard bull fish must shiver threaten kill precious gift youll ever blessed unless youre twisted demented depressed shit alone cause faithfully slayed friendship,sad
1585,1595,prejudice wrote song like hear go free mind wear tight clothing high heeled shoe doesnt mean im prostitute like rap music wear hip hop clothes doesnt mean im sellin dope oh forgive straight hair doesnt mean there another blood heir yeah yeah might date another race color doesnt mean dont like strong black brother mmmdah mmmdah mmmdah mmmdah oh must way mmmdah mmmdah mmmdah mmmdah read gotta learn see said free mind rest follow color blind dont shallow free mind rest follow color blind dont shallow im sista buy thing cash really doesnt mean credit bad oh dispute waste time really think price high cant look without watched oh rang buy made mind ow oh attitude even bother cant change mind cant change color mmmdah mmmdah mmmdah mmmdah oh must way mmmdah mmmdah mmmdah mmmdah read gotta learn see said free mind rest follow color blind dont shallow free mind rest follow color blind dont shallow free mind rest follow color blind dont shallow free mind rest follow color blind dont shallow free mind mmmdah mmmdah mmmdah mmmdah oh must way read gotta learn see said free mind rest follow color blind dont shallow free mind rest follow color blind dont shallow free mind rest follow color blind dont shallow free mind rest follow color blind dont shallow free mind,happy
1586,1596,think youve got worked dont know nothing nothing nothing think rub im made something something something teach thing two yeah uh yeah uh teach thing two yeah uh yeah uh teach thing two yeah uh yeah uh teach thing two raw dirty hot track push pull back glamourpussin see top come new wave body rock new way new craze ill show who rock roll teach thing two yeah uh yeah uh teach thing two yeah uh yeah uh teach thing two yeah uh yeah uh teach thing two yeah uh yeah uh yeah uh yeah uh yeah uh yeah uh yeah uh yeah uh yeah uh yeah uh think youve got worked dont know nothing nothing nothing think rub im made something something something teach thing two yeah uh yeah uh teach thing two yeah uh yeah uh teach thing two yeah uh yeah uh teach thing two,happy
1587,1597,baby baby let get together honey honey thing ah thing like oh little dance make little love get tonight get tonight little dance make little love get tonight get tonight baby baby ill meet place time get together ease mind oh little dance make little love get tonight whoo get tonight hey little dance make little love get tonight get tonight baby oh little dance make little love get tonight whoo get tonight hey little dance make little love get tonight whoo get tonight baby get get get get get get get tonight baby get get get get get tonight baby get get get get get tonight baby get get get get get tonight baby get get get get get tonight baby get get get get get tonight baby get get,happy
1588,1598,looking wishing someone else poster wall dont look like tie tuck pull back give grin laughing know isnt loved get courage make feel like man he loving lady lady dont love he drunk he stuck nerve say need decent girl caught trend well truth began bend next thing know man there truth left pretty girl walk walk proud pretty girl laugh oh man laugh loud isnt matter fact hasnt day relax since lost ability think clearly well im energetic hypothetic version another person check outside there nothing,relaxed
1589,1599,baby blue new star sky baby blue new star sky world world world world nobody else world world world world baby blue new star sky baby blue new star sky baby blue new star sky baby blue new star sky,relaxed
1590,1600,ive found session betrayed saw human see well certain dont know soul beyond smile hate bottom heart fucking right see beside saw ignition soul beyond smile well thought said saw ignition saw vanity mentality sure never seen fooled beast inside well im asshole really always let fucking hard dead im free burn hard make void suck suction drive need open thing special little part life im accessing northern light know got fucking soul guilty ive got fine fucking thought combination youre fucking dead never seen fooled beast inside well im asshole really always let fucking hard dead im free,angry
1591,1601,im killing haughtily fly im gonna slash wound like mine cant hear voice society anymore dont understand youre fine hypocrite shout joy song drenched blood full shit cant shoot silver bullet shout joy black flag motherfucker wanna shout trash celebrity star ill rape daughter grave ill rape daughter grave ill rape daughter grave im gonna slash wound like mine cant hear voice society anymore die black flag motherfucker cold blooded,angry
1592,1602,stay shade reach grave hide see fade youll see fade love move life go dont youll stand alone youll see fade youll see fade youll see fade move see fade move youll see fade,relaxed
1593,1603,tear siege oath anna lee wont come strap side grill disguise weve got life ever dreamed could one time there shake shock gift carry dust failing wisdom there warning there warning love five morning there warning tear cautiously advance anna lee wont come pas torch bring hand yes there right better light see star body go there shake shock gift carry dust failing wisdom there warning there warning love five morning there warning take sister life take sister life take sister life take sister life tear far home thread anna lee whats said stay u call trust lay til must make break star body go there shake shock gift carry dust failing wisdom there warning there warning love five morning there warning til skip town bright sweet passed bury dust failing wisdom there warning there warning love five morning there warning take sister life take sister life,happy
1594,1604,thinking back suppose stating view weather battle agincourt time hoped would last like train gone fast though stood together edge platform moved hand make love memory miss thunder miss rain fact dont understand cast shadow land sun still shine behind thanks cannot bring answer letter fault honesty touch like fire polaroid keep u together surely fade away like love sopke forever st swithins day,relaxed
1595,1605,voodoo lady shaking stick driving crazy eye look red hazy stuff messing voodoo drive crazy boogie oogie oogie oogie oogie oogie oogie oogie drive crazy boogie boogie boogie lip hot spicy serving red bean rice midnight shes howling stomping making love gator swamp drive crazy boogie oogie oogie oogie oogie oogie oogie oogie drive crazy boogie boogie boogie feel inside never deny doin stuff knockin voodoo drive crazy boogie oogie oogie oogie oogie oogie oogie drive crazy boogie boogie boogie voodoo lady shaking stick driving crazy voodoo lady oh yeah voodoo lady shaking stick driving crazy eye look red hazy stuff messing voodoo drive crazy boogie oogie oogie oogie oogie oogie oogie oogie drive crazy boogie boogie boogie,happy
1596,1606,dreamed cosmonaut space chair cartographer tangle hair sang song silence brings one everybody know oh everybody know song thats silencing go loom weave apocrypha theyre hanging strand dark empty room full incandescent hand awkward pause fatal flaw time crooked bow time crooked bow time need learn love ebb like flow grab hold bootstrap pull like hell gravity feel sorry let go lack proper chemical know oh way felt last time let fall low time time crooked bow time crooked bow time crooked bow oh ooh fiftyfive threeeighths year later bottom gigantic crater armchair call yeah armchair call say someday well get back epoxy pair plier ancient sea slug begin crawl ragweed barbed wire oh didnt write didnt call didnt cross mind hey wave wave squall couldnt feel thing fiftyfive threeeighths time fiftyfive threeeighths time time,relaxed
1597,1607,suckin titty like wanted callin time like blondie check chrissy behind fine time like sex beach else teach peach huh suckin titty like wanted callin time like blondie check chrissy behind fine time else teach peach like sex beach huh huh right uhh huh right uhh huh right uhh huh right uhh si iud stay school coz best iud si stay school coz best iud si stay school coz best iud si stay school coz best suckin titty like wanted callin time like blondie check chrissy behind fine time like sex beach else teach peach huh fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away huh right uhh huh right uhh else teach peach like sex beach right uhh fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away fuck pain away,happy
1598,1608,fly frankie think he superman like child wheel rocket come round license love dont know got trusted offered everything im sure deserve tell im lucky feel like giving cause heart like mine wasted dont know youve got throw away throw away heart soul ive giving throw away throw away like big deal youll missin throw away throw away run underground fly frankies got head he something know he he like blind bull china shop come affair heart wouldnt know love hit like rock girl like lost dont know youve got chorus every breath park every dance dark every promise make go throw away every smile rain know always go go throw away wouldnt know love hit like rock girl like lost dont know youve got chorus,relaxed
1599,1609,move like cagey tiger couldnt get closer way walk way talk way stalk way kiss slip street everyone sleep getting bigger sleeker wider brighter bite scratch scream night let go throw song know sea year one heard ill show spring treacherous thing missed hissed lovecats missed hissed lovecats wonderfully wonderfully wonderfully wonderfully pretty oh know id anything tea huh cream curl fire sleep awhile grooviest thing perfect dream sea year one heard ill show spring treacherous thing missed hissed lovecats missed hissed lovecats wonderfully wonderfully wonderfully wonderfully pretty oh know id anything dinner huh cream curl fire get awhile grooviest thing perfect dream hand hand way land always right way round broken piece like hated little meeces could miss someone dumb love let go oh solid gold could miss someone dumb,happy
1600,1610,well youre long walk street im dying summer heat hope like hell youre waiting waiting everybodys living like theyre crazy love im dizzy mess everything floor found life lead today well take take take kid summer theyll never never never take summer first time lost mind week cant make make make forget weather never never never wash sand foot last time said goodbye beach showing showing teeth make one last call back home cause tonight go alone hope know im waiting waiting everybodys singing like crazy love made dizzy mess everything enough bring boy girl together well take take take kid summer theyll never never never take summer first time lost mind week cant make make make forget weather never never never wash sand foot last time said goodbye beach showing showing teeth youre going style im getting tired lying stop pretending stop answer smile im coming clean give something stop pretending well take take take kid summer theyll never never never take summer first time lost mind week cant make make make forget weather never never never wash sand foot last time said goodbye beach showing showing teeth,happy
1601,1611,somewhere fifteen mile sifting crackling vinyl lost memory youth coming view lost hill divide quietly sleep inside lost summer youth spent take way withered creek lizard sunning street small kitten stretch green empty yard knew weekend san geronimo love starlit sky show weekend san geronimo sentiment within glow somewhere fifteen mile barefoot kitchen tile night warm true ill spend weekend san geronimo love starlit sky show weekend san geronimo sentiment within glow,sad
1602,1612,old man people stare thinking back god know always back he seen seen time go slow day come go know yes know new born son life take turn hell run run away thats done seen time go slow day come go know yes know,relaxed
1603,1613,fell asleep silence street fight fire free world youve given lay sound water still call still call afraid dark surround hide dirt ground free wind surround im afraid sleep night afraid sleep night free like bird holder holding wake sun know road send know way lead home real like bone body real like flesh cover grave real like flesh cover grave wait gaurds send ill show wait storm come maybe ill change mind plea forgiveness im afraid say wrong wrong maybe wont long long,relaxed
1604,1614,who gonna teach dance who gonna show fly who gonna call lamedopesmoking slackin little sucker who gonna get behind who gonna ring little bell who gonna con buying television set revolution sell gonna blow game gonna blow screen tell crap doesnt wash found way make dream crap doesnt wash found way make scream well died million time picked culture well built gate go hell im never gonna work another day life god told relax said im gonna fixed right im never gonna work another day life im way busy powertripping im gonna shed light get who gonna teach dance who gonna show fly get tired crap baby move maybe buy mine im never gonna work another day life god told relax said im gonna fixed right im never gonna work another day life im way busy powertripping im gonna shed light im never gonna work another day life god told relax said im gonna fixed right im never gonna work another day life im way busy powertripping im gonna shed light,angry
1605,1615,ibal lahl arousah omyahlee yah albil kouroudil menyaah isbahl koutul hammahn ousaw ahlbi yammil kawlil laah isbahl ahlbi immil moussaw heenal mydil hasbi kawlahl arahbaw heena yasalouna il arawtil eehl laah fisahm mil kawwaahreeh yaah miaanihl koulaah aah leeh aah aynah ousaw kooh nahn min kahrahbaw hasdi khamf alah aynahl musammeh illah toulihl kahreeb hasdihl koutoh ubbeehl ulousaw wah oulleelarahbaw wah oulleelarahbaw wah oulleel yaa hubbi almasdawnih ahnaay asdee lilkoural yaah misaal barounnih ya estakhallahl amduh uhmmee araah kah yummi yammah asdee naabi yammah alkharousi yamma astawou lee illee yammah lilaah ukrou oulee ilohdaah dawwah oullee ya ahlbi oullee ya ummee oullee ya sahib,relaxed
1606,1616,damn lover damn child away former day forty seven time ive denied life dealt damn lover damn child away fall away forty seven time ive denied damn lover damn child away father away fortune never shined eye life brought damn body damn sight away former day forty seventeen ive alive damn lover damn child away former day forty seven time im told hand bottle damn lover damn child away bed forty seven time im told hand bottle,sad
1607,1617,im dragged hand hand golden giant man he crushing knuckle splitting skin say hell let go id ask say girl call wanna fly wanna fall shout oh wanna get away fast tell foot move hope plan little black sandal walking away little black sandal heading right way little black sandal walking away little black sandal saved life today im free free big bad giant stalking thank foot guiding yeah im glad somehow got brain least little black sandal walking away little black sandal heading right way little black sandal walking away little black sandal saved life today sometimes im tempted sometimes would lying said didnt miss giant man oh line pleasure pain foot year reclaim little black sandal walking away little black sandal heading right way little black sandal walking away little black sandal saved life today little black sandal walking away little black sandal heading right way little black sandal walking away little black sandal saved life today little black sandal walking away little black sandal heading right way little black sandal walking away little black sandal saved life today,relaxed
1608,1618,go hear trumpet blow aglow taking chance love slide take ride starry eyed taking chance love thought card frameup never would try im taking game ace heart high thing mending see rainbow blending well happy ending taking chance love slip take trip got grip taking chance love prove make life move im grove taking chance love walk around horseshoe clover lie brother rabbit course better kiss foot goodbye ball im riding fall im gonna give taking chance love,relaxed
1609,1619,thy every look every grace charm whenever view thee til death overtake chase still hope pursue thee tedious hour past last lesson given low thine foot breathe last die sight heaven,sad
